date,open,high,low,close,volume,amount,code,frequency
2000-11-23,2119.1600,2125.7200,2109.2200,2119.4400,1249207600,14288671744.0000,sh.000001,d
2000-11-24,2119.0100,2125.4100,2045.5100,2053.3700,1649756100,16602799104.0000,sh.000001,d
2000-11-27,2041.1600,2062.8100,2031.9300,2049.6700,1058782500,11467955200.0000,sh.000001,d
2000-11-28,2052.7800,2079.4800,2052.7800,2079.4000,858896500,9261744128.0000,sh.000001,d
2000-11-29,2081.5000,2082.9000,2055.9400,2067.5000,994362800,10754440192.0000,sh.000001,d
2000-11-30,2067.0700,2072.2900,2057.0400,2070.6100,846555000,9115262976.0000,sh.000001,d
2000-12-01,2073.0900,2082.0300,2071.5000,2081.8400,1228528600,8622493696.0000,sh.000001,d
2000-12-04,2084.4800,2092.3200,2077.8100,2092.1400,1422884900,9442143232.0000,sh.000001,d
2000-12-05,2094.9900,2097.2900,2085.8000,2091.6700,1389586400,8833566720.0000,sh.000001,d
2000-12-06,2093.0000,2095.4400,2070.3500,2075.6300,1138332500,10794543104.0000,sh.000001,d
2000-12-07,2072.5300,2078.1400,2060.7300,2075.0400,968736100,10197655552.0000,sh.000001,d
2000-12-08,2074.5700,2083.2700,2069.6600,2073.1600,1158323400,10305751040.0000,sh.000001,d
2000-12-11,2072.2800,2072.4800,2039.0000,2046.0800,1198653400,9100691456.0000,sh.000001,d
2000-12-12,2045.1700,2059.0500,2037.9000,2059.0500,1099182800,9456605184.0000,sh.000001,d
2000-12-13,2057.3800,2059.6000,2050.1800,2056.1200,938510200,8631889920.0000,sh.000001,d
2000-12-14,2057.0000,2059.2700,2046.9400,2051.0800,1419281200,6874509824.0000,sh.000001,d
2000-12-15,2052.7900,2055.6100,2036.8800,2039.3600,1320590700,7922513920.0000,sh.000001,d
2000-12-18,2038.4500,2044.5600,2024.2900,2044.5500,1126258800,9212166144.0000,sh.000001,d
2000-12-19,2047.3500,2056.7600,2046.0300,2049.0300,1136818300,10994976768.0000,sh.000001,d
2000-12-20,2050.0700,2071.3100,2048.6400,2071.2700,1192071800,11135318016.0000,sh.000001,d
2000-12-21,2075.5600,2086.9400,2074.3400,2076.8900,1249834800,12452923392.0000,sh.000001,d
2000-12-22,2078.4300,2079.9700,2066.2200,2069.7700,1203266000,12617510912.0000,sh.000001,d
2000-12-25,2071.5700,2075.2100,2062.0400,2068.1700,1206101200,11965238272.0000,sh.000001,d
2000-12-26,2070.3800,2076.4100,2068.8100,2076.2700,1042805500,10872508416.0000,sh.000001,d
2000-12-27,2077.7200,2079.7600,2056.0000,2058.2400,1176163200,11810701312.0000,sh.000001,d
2000-12-28,2054.5200,2061.0500,2047.7400,2053.7000,1384240000,11352368128.0000,sh.000001,d
2000-12-29,2055.8300,2073.8800,2055.5100,2073.4800,1365868000,11666403328.0000,sh.000001,d
2001-01-02,2077.0800,2103.5400,2074.8800,2103.4700,933898000,13405094725.0000,sh.000001,d
2001-01-03,2108.2500,2123.9000,2105.5000,2123.9000,1190429100,17516832575.0000,sh.000001,d
2001-01-04,2125.4900,2127.4200,2113.1800,2117.4100,1026457600,14295245398.0000,sh.000001,d
2001-01-05,2117.6600,2125.3800,2114.0600,2125.3000,1017035900,14844236253.0000,sh.000001,d
2001-01-08,2128.6000,2131.9800,2092.1000,2102.0600,1157434100,15887661764.0000,sh.000001,d
2001-01-09,2099.3200,2111.1000,2082.8400,2101.1400,877882100,11581766655.0000,sh.000001,d
2001-01-10,2102.0900,2125.6700,2102.0700,2125.6200,951907600,13026253420.0000,sh.000001,d
2001-01-11,2129.6100,2131.3700,2117.0300,2119.1400,1026042800,14615713425.0000,sh.000001,d
2001-01-12,2116.8500,2117.7300,2100.2700,2104.7500,797738800,11017289330.0000,sh.000001,d
2001-01-15,2097.0900,2097.0900,2030.2900,2032.4400,950702000,13412559204.0000,sh.000001,d
2001-01-16,2018.3000,2045.9500,2007.7100,2045.8900,843106700,10405910779.0000,sh.000001,d
2001-01-17,2046.3800,2048.7000,2031.7600,2034.5800,512422700,6609475901.0000,sh.000001,d
2001-01-18,2033.6900,2049.3600,2033.5800,2043.1100,608675100,8381612881.0000,sh.000001,d
2001-01-19,2046.5800,2067.8800,2046.5400,2065.6100,649146900,8601583114.0000,sh.000001,d
2001-02-05,2069.8600,2072.5500,2005.6800,2008.0300,565899500,7400294453.0000,sh.000001,d
2001-02-06,1999.7200,1999.7300,1956.1800,1995.3200,621167100,7974362139.0000,sh.000001,d
2001-02-07,1995.6000,1998.2500,1978.6000,1979.9400,422895900,5171535537.0000,sh.000001,d
2001-02-08,1977.5600,1986.9000,1926.4000,1930.1400,530870300,7517260413.0000,sh.000001,d
2001-02-09,1935.1900,1963.3300,1935.1900,1956.9700,608105800,7748484063.0000,sh.000001,d
2001-02-12,1958.6600,1961.8100,1935.5900,1961.2200,493028500,6524706396.0000,sh.000001,d
2001-02-13,1962.5300,1974.0000,1958.9900,1963.5300,394526500,5135049549.0000,sh.000001,d
2001-02-14,1962.7400,1966.8400,1956.4200,1963.2000,322750100,4177529163.0000,sh.000001,d
2001-02-15,1963.4500,1966.9200,1944.5600,1946.4800,339134300,4262383222.0000,sh.000001,d
2001-02-16,1942.0500,1942.1200,1911.8700,1941.9600,500070400,6112809428.0000,sh.000001,d
2001-02-19,1942.5800,1969.3500,1935.6500,1967.5500,406009600,5220087956.0000,sh.000001,d
2001-02-20,1969.7800,1980.3900,1947.2600,1953.2200,450414900,6328305448.0000,sh.000001,d
2001-02-21,1948.4200,1948.4200,1901.2100,1909.3300,554352200,7402122577.0000,sh.000001,d
2001-02-22,1901.9900,1922.4600,1893.7800,1907.2600,381815200,5184099982.0000,sh.000001,d
2001-02-23,1906.9100,1936.6300,1906.5500,1936.3500,422846900,5555908953.0000,sh.000001,d
2001-02-26,1940.7700,1954.7800,1935.5500,1954.6900,523253600,6871463818.0000,sh.000001,d
