date,open,high,low,close,volume,amount,code,frequency
2016-06-20,2887.6360,2891.6580,2864.0200,2888.8090,13657105152,163734437888.0000,sh.000001,d
2016-06-21,2898.3840,2919.3020,2869.1760,2878.5580,16435908864,198201921536.0000,sh.000001,d
2016-06-22,2872.7340,2905.9780,2869.5130,2905.5500,13059042304,156339384320.0000,sh.000001,d
2016-06-23,2902.3980,2904.1120,2878.6610,2891.9600,13613737472,163680268288.0000,sh.000001,d
2016-06-24,2883.7590,2899.5690,2807.5980,2854.2860,19084260864,214913449984.0000,sh.000001,d
2016-06-27,2840.5590,2895.7310,2840.2770,2895.7030,15669747200,189854732288.0000,sh.000001,d
2016-06-28,2885.0110,2913.5820,2878.8240,2912.5570,17387104768,211079307264.0000,sh.000001,d
2016-06-29,2918.5340,2933.9970,2915.0620,2931.5920,19321558528,223406350336.0000,sh.000001,d
2016-06-30,2931.4810,2938.1370,2922.3120,2929.6060,15446492928,187459796992.0000,sh.000001,d
2016-07-01,2931.8020,2944.9890,2925.8100,2932.4760,14124622592,173006184448.0000,sh.000001,d
2016-07-04,2924.2930,2992.4980,2922.5200,2988.6040,22201713152,253150363648.0000,sh.000001,d
2016-07-05,2991.7520,3010.2750,2990.6420,3006.3920,23520444928,270418010112.0000,sh.000001,d
2016-07-06,2998.5210,3017.6520,2984.8280,3017.2920,21237092096,246497841152.0000,sh.000001,d
2016-07-07,3009.3530,3024.1090,2994.6430,3016.8470,22268166656,270197133312.0000,sh.000001,d
2016-07-08,3000.3260,3001.5510,2983.8810,2988.0940,16898685952,209672667136.0000,sh.000001,d
2016-07-11,2993.7490,3022.9440,2990.9070,2994.9170,22433822464,271916498944.0000,sh.000001,d
2016-07-12,2992.5200,3049.6810,2984.4210,3049.3810,25948629504,288656744448.0000,sh.000001,d
2016-07-13,3049.5130,3069.0470,3048.1990,3060.6890,25365938432,279350870016.0000,sh.000001,d
2016-07-14,3054.9750,3057.0460,3036.5230,3054.0180,18019480320,208939032576.0000,sh.000001,d
2016-07-15,3056.6820,3062.6830,3044.5380,3054.2960,17286639872,202840551424.0000,sh.000001,d
2016-07-18,3047.6370,3058.3210,3031.6390,3043.5640,17749656320,206667710464.0000,sh.000001,d
2016-07-19,3040.2260,3043.6000,3014.2890,3036.5980,15536146688,187206721536.0000,sh.000001,d
2016-07-20,3034.7140,3042.9970,3022.6310,3027.9000,13824281600,171472916480.0000,sh.000001,d
2016-07-21,3027.6040,3053.3340,3027.3680,3039.0090,16376737024,200278454272.0000,sh.000001,d
2016-07-22,3038.1180,3039.2700,3007.4570,3012.8160,16201018112,197517348864.0000,sh.000001,d
2016-07-25,3008.0930,3027.1220,3003.2920,3015.8270,14420658176,175422001152.0000,sh.000001,d
2016-07-26,3014.0390,3050.6140,3013.8020,3050.1660,15669450496,185474469888.0000,sh.000001,d
2016-07-27,3050.3670,3057.4230,2939.2270,2991.9990,28016091392,316811390976.0000,sh.000001,d
2016-07-28,2980.5010,3003.3630,2968.1820,2994.3230,19056495104,217627000832.0000,sh.000001,d
2016-07-29,2992.5350,3000.0540,2972.9160,2979.3380,15010153472,170198564864.0000,sh.000001,d
2016-08-01,2971.9490,2972.8750,2931.9630,2953.3850,14740776192,162372673536.0000,sh.000001,d
2016-08-02,2950.0790,2971.2780,2946.6360,2971.2780,11546889984,129266872320.0000,sh.000001,d
2016-08-03,2963.2140,2981.1550,2956.7850,2978.4600,14114133248,159088263168.0000,sh.000001,d
2016-08-04,2976.4090,2982.8600,2958.9330,2982.4260,13393330176,153307963392.0000,sh.000001,d
2016-08-05,2978.7770,2991.6760,2971.5630,2976.6960,14185710080,161795981312.0000,sh.000001,d
2016-08-08,2972.6240,3004.7180,2959.0470,3004.2760,15572983296,172089655296.0000,sh.000001,d
2016-08-09,3001.3060,3025.9100,2998.6760,3025.6800,16999544576,187716866048.0000,sh.000001,d
2016-08-10,3023.4720,3033.1960,3017.0900,3018.7450,16467516416,184525185024.0000,sh.000001,d
2016-08-11,3013.6770,3038.0470,3001.1680,3002.6370,16187948032,179861524480.0000,sh.000001,d
2016-08-12,3000.2730,3051.0540,2999.0390,3050.6670,16817365760,179304886272.0000,sh.000001,d
2016-08-15,3056.4830,3137.4760,3053.8700,3125.1950,29761650688,327991128064.0000,sh.000001,d
2016-08-16,3130.5330,3140.4400,3102.0650,3110.0360,27832893440,308544860160.0000,sh.000001,d
2016-08-17,3106.9910,3114.2540,3090.2810,3109.5540,21383963648,243405250560.0000,sh.000001,d
2016-08-18,3107.7520,3125.5810,3093.3170,3104.1130,22935908096,256969678848.0000,sh.000001,d
2016-08-19,3100.3910,3113.3430,3082.7710,3108.1020,19434745344,212050972672.0000,sh.000001,d
2016-08-22,3107.3810,3112.7390,3083.5930,3084.8050,18538792704,207638876160.0000,sh.000001,d
2016-08-23,3081.5710,3101.1090,3073.5290,3089.7050,16136896512,179183489024.0000,sh.000001,d
2016-08-24,3092.0190,3097.1480,3079.5470,3085.8800,14570744064,168362528768.0000,sh.000001,d
2016-08-25,3073.4440,3073.4440,3041.5050,3068.3290,17403298048,200859750400.0000,sh.000001,d
2016-08-26,3069.8500,3087.6520,3063.8940,3070.3080,14966390016,176309497856.0000,sh.000001,d
2016-08-29,3068.4600,3074.9430,3058.7850,3070.0270,14450000640,166397345792.0000,sh.000001,d
2016-08-30,3071.4400,3082.9870,3065.9710,3074.6760,14043481088,163878821888.0000,sh.000001,d
2016-08-31,3072.9160,3087.6970,3063.3960,3085.4910,14136860928,168986116096.0000,sh.000001,d
2016-09-01,3083.9600,3088.7040,3062.8760,3063.3050,15519109376,177093296128.0000,sh.000001,d
2016-09-02,3057.4940,3072.5250,3050.4920,3067.3520,15044691968,170592141312.0000,sh.000001,d
2016-09-05,3070.7070,3085.4850,3065.3290,3072.0950,14496331776,161243676672.0000,sh.000001,d
2016-09-06,3071.0550,3095.5090,3053.1860,3090.7120,17290852352,193057730560.0000,sh.000001,d
2016-09-07,3091.3280,3105.6770,3087.8790,3091.9280,18695676416,207162122240.0000,sh.000001,d
2016-09-08,3089.9520,3096.7830,3083.9010,3095.9540,14588377088,165944471552.0000,sh.000001,d
2016-09-09,3095.4260,3101.7920,3078.2180,3078.8540,16069292288,182056230912.0000,sh.000001,d
2016-09-12,3037.5070,3040.9520,2999.9280,3021.9770,20601208576,221846568960.0000,sh.000001,d
2016-09-13,3025.0340,3029.7200,3008.7400,3023.5090,13538757888,152791306240.0000,sh.000001,d
2016-09-14,3008.9040,3017.9440,2995.4150,3002.8480,13341340160,148148969472.0000,sh.000001,d
2016-09-19,3005.3220,3026.6510,3005.3220,3026.0510,11922502656,133168828416.0000,sh.000001,d
2016-09-20,3027.1710,3027.8160,3015.8800,3022.9990,11892411648,139662303232.0000,sh.000001,d
2016-09-21,3021.5760,3032.4500,3017.5400,3025.8730,11572121344,134133727232.0000,sh.000001,d
2016-09-22,3038.4220,3054.4350,3035.0700,3042.3130,13930955520,159031062528.0000,sh.000001,d
2016-09-23,3044.7850,3046.8040,3032.8020,3033.8950,12559097600,147377737728.0000,sh.000001,d
2016-09-26,3028.2420,3028.2420,2980.1160,2980.4290,14433028608,162257248256.0000,sh.000001,d
2016-09-27,2974.5930,2998.2330,2969.1320,2998.1720,12170145024,133372706816.0000,sh.000001,d
2016-09-28,3000.6950,3000.6950,2984.3200,2987.8570,10462569728,116437377024.0000,sh.000001,d
2016-09-29,2992.1680,3009.1980,2991.9080,2998.4820,11321391872,122728570880.0000,sh.000001,d
2016-09-30,2994.2500,3009.1950,2993.0610,3004.7030,10133356288,112794537984.0000,sh.000001,d
2016-10-10,3020.4560,3048.2350,3014.6190,3048.1420,16005110528,175521792000.0000,sh.000001,d
2016-10-11,3051.6210,3066.1040,3048.0170,3065.2490,16727349504,183787646976.0000,sh.000001,d
2016-10-12,3057.3160,3060.5140,3048.8880,3058.4980,14249357824,159982960640.0000,sh.000001,d
2016-10-13,3057.9720,3064.9980,3052.6400,3061.3450,15475672576,166335868928.0000,sh.000001,d
2016-10-14,3056.9920,3064.7890,3043.1840,3063.8080,15537370624,163792994304.0000,sh.000001,d
2016-10-17,3064.6910,3068.8120,3033.7530,3041.1660,16373326592,180594077696.0000,sh.000001,d
2016-10-18,3037.4030,3084.1860,3037.4030,3083.8750,18204246016,196036128768.0000,sh.000001,d
2016-10-19,3085.7490,3096.2220,3076.7700,3084.7180,18247014400,197481136128.0000,sh.000001,d
2016-10-20,3084.9070,3089.6820,3076.2940,3084.4570,16069136384,177674543104.0000,sh.000001,d
2016-10-21,3081.3890,3101.8480,3069.2660,3090.9410,18738807296,201953660928.0000,sh.000001,d
2016-10-24,3092.0460,3137.0330,3090.7860,3128.2460,24052235008,250354393088.0000,sh.000001,d
2016-10-25,3127.9680,3132.5040,3121.0490,3131.9380,20338089728,220861464576.0000,sh.000001,d
2016-10-26,3129.8380,3129.8380,3110.3870,3116.3110,19166326272,215767707648.0000,sh.000001,d
2016-10-27,3112.6020,3114.7580,3100.3910,3112.3490,15800878848,182237126656.0000,sh.000001,d
2016-10-28,3111.7030,3128.6420,3101.2370,3104.2700,18177412352,212593008640.0000,sh.000001,d
2016-10-31,3097.1880,3102.3010,3081.0720,3100.4920,15150676480,178427744256.0000,sh.000001,d
2016-11-01,3101.6630,3122.6140,3097.0420,3122.4350,16023203328,195831590912.0000,sh.000001,d
2016-11-02,3115.7290,3118.9770,3099.8190,3102.7320,18272206592,221676544000.0000,sh.000001,d
2016-11-03,3096.7650,3140.9290,3094.1020,3128.9350,22298626048,265820360704.0000,sh.000001,d
2016-11-04,3126.3480,3141.3330,3119.5350,3125.3160,19768319744,239043256320.0000,sh.000001,d
2016-11-07,3124.8920,3139.2010,3117.0960,3133.3320,17941849088,210602323968.0000,sh.000001,d
2016-11-08,3140.9430,3156.8810,3134.9540,3147.8870,19084697856,221585117184.0000,sh.000001,d
2016-11-09,3146.0770,3146.9490,3096.9460,3128.3700,24111495936,277229391872.0000,sh.000001,d
2016-11-10,3148.5440,3172.3080,3148.5440,3171.2820,24419260160,285992812544.0000,sh.000001,d
2016-11-11,3169.4000,3202.7400,3166.0690,3196.0430,31085457920,343773949952.0000,sh.000001,d
2016-11-14,3187.7090,3221.4580,3186.7950,3210.3710,32960831232,346974629888.0000,sh.000001,d
2016-11-15,3209.9540,3214.2920,3195.0350,3206.9850,24088635136,267003871232.0000,sh.000001,d
2016-11-16,3208.4970,3210.8920,3195.4100,3205.0570,22176699392,244854509568.0000,sh.000001,d
2016-11-17,3198.4980,3211.0520,3187.2050,3208.4520,21420624128,226775851008.0000,sh.000001,d
2016-11-18,3207.1930,3212.3940,3187.4960,3192.8550,20982663936,235352064000.0000,sh.000001,d
2016-11-21,3188.4960,3229.7560,3188.2790,3218.1470,23065284352,263177809920.0000,sh.000001,d
2016-11-22,3220.9820,3249.6760,3220.9820,3248.3510,26163154688,292484829184.0000,sh.000001,d
2016-11-23,3247.9440,3262.8780,3231.5860,3241.1360,24995959296,277942468608.0000,sh.000001,d
2016-11-24,3237.4280,3257.8570,3232.8690,3241.7350,23232452608,267224711168.0000,sh.000001,d
2016-11-25,3241.2430,3262.4370,3209.5970,3261.9370,23392160000,259117039616.0000,sh.000001,d
2016-11-28,3270.0470,3288.3370,3267.6730,3276.9990,28155125248,300460150784.0000,sh.000001,d
2016-11-29,3269.2330,3301.2130,3263.3970,3282.9230,32083628800,348149350400.0000,sh.000001,d
2016-11-30,3272.1420,3277.2690,3239.5200,3250.0340,24357605376,262808739840.0000,sh.000001,d
2016-12-01,3257.0260,3279.6700,3256.2550,3273.3090,23775986432,261553934336.0000,sh.000001,d
2016-12-02,3270.1200,3279.7130,3235.2770,3243.8430,25956720384,281559097344.0000,sh.000001,d
2016-12-05,3203.7840,3219.5180,3194.8780,3204.7090,22301039360,238598033408.0000,sh.000001,d
2016-12-06,3202.0290,3215.3110,3196.5240,3199.6470,15757269248,177170153472.0000,sh.000001,d
2016-12-07,3198.4740,3222.4280,3189.4850,3222.2410,16907284736,189443846144.0000,sh.000001,d
2016-12-08,3225.5490,3228.1220,3211.4710,3215.3650,17071017216,197802065920.0000,sh.000001,d
2016-12-09,3209.3390,3244.8010,3207.0430,3232.8830,20402395648,226387156992.0000,sh.000001,d
2016-12-12,3233.6660,3245.0940,3149.8950,3152.9700,27470846208,294260137984.0000,sh.000001,d
2016-12-13,3138.9880,3162.4960,3118.7120,3155.0370,18516449536,203175456768.0000,sh.000001,d
2016-12-14,3149.3770,3170.0200,3136.3480,3140.5300,20135888640,219206160384.0000,sh.000001,d
2016-12-15,3125.7560,3138.7790,3100.9120,3117.6770,18999062528,212863238144.0000,sh.000001,d
2016-12-16,3111.5140,3128.8730,3106.3460,3122.9810,16498870016,189844754432.0000,sh.000001,d
2016-12-19,3120.6960,3125.2840,3110.0810,3118.0840,15416971520,174500241408.0000,sh.000001,d
2016-12-20,3115.8980,3117.0140,3084.7990,3102.8750,15742675968,171611881472.0000,sh.000001,d
2016-12-21,3107.2390,3140.2510,3107.2390,3137.4290,18670660608,204247805952.0000,sh.000001,d
2016-12-22,3132.1550,3143.1680,3126.8870,3139.5580,16780498944,185981558784.0000,sh.000001,d
2016-12-23,3134.9290,3138.4040,3103.7470,3110.1540,16617676800,189281177600.0000,sh.000001,d
2016-12-26,3095.5780,3122.8810,3068.4150,3122.5690,15257188096,170555609088.0000,sh.000001,d
2016-12-27,3117.3860,3127.8820,3113.7450,3114.6640,14152893952,162193907712.0000,sh.000001,d
2016-12-28,3113.7670,3118.7810,3094.5480,3102.2350,13572708608,154329653248.0000,sh.000001,d
2016-12-29,3095.8440,3111.7990,3087.3440,3096.0960,13262329088,149919182848.0000,sh.000001,d
2016-12-30,3097.3450,3108.8390,3089.9890,3103.6370,13326713088,151732781056.0000,sh.000001,d
2017-01-03,3105.3080,3136.4550,3105.3080,3135.9200,14156718592,159887138816.0000,sh.000001,d
2017-01-04,3133.7870,3160.1020,3130.1140,3158.7940,16786085120,195914293248.0000,sh.000001,d
2017-01-05,3157.9060,3168.5020,3154.2810,3165.4100,17472764416,199692025856.0000,sh.000001,d
2017-01-06,3163.7760,3172.0340,3153.0250,3154.3210,18370896640,207296036864.0000,sh.000001,d
2017-01-09,3148.5310,3173.1360,3147.7350,3171.2360,17171407616,192110579712.0000,sh.000001,d
2017-01-10,3167.5700,3174.5780,3157.3320,3161.6710,17975921664,194963218432.0000,sh.000001,d
2017-01-11,3156.6850,3167.0280,3136.2660,3136.7530,17836222208,189186457600.0000,sh.000001,d
2017-01-12,3133.6010,3144.9690,3115.9780,3119.2880,14888923904,161922297856.0000,sh.000001,d
2017-01-13,3116.0820,3130.5140,3102.1620,3112.7640,15627421440,174438555648.0000,sh.000001,d
2017-01-16,3104.4920,3105.1420,3044.2910,3103.4280,25788599552,262826041344.0000,sh.000001,d
2017-01-17,3087.0290,3108.9070,3072.3380,3108.7740,13615785984,154757554176.0000,sh.000001,d
2017-01-18,3104.7660,3123.7200,3098.5860,3113.0120,13178012928,144546717696.0000,sh.000001,d
2017-01-19,3104.9710,3115.7770,3094.0050,3101.2990,12385142016,139280461824.0000,sh.000001,d
2017-01-20,3095.8180,3125.6590,3095.2140,3123.1380,12236677632,141471809536.0000,sh.000001,d
2017-01-23,3125.4200,3145.8410,3125.4200,3136.7740,13266039296,148145737728.0000,sh.000001,d
2017-01-24,3134.5920,3149.5310,3131.2180,3142.5530,12597388032,134553853952.0000,sh.000001,d
2017-01-25,3137.6460,3151.4720,3133.1910,3149.5540,11207382784,126765830144.0000,sh.000001,d
2017-01-26,3149.2160,3163.1040,3148.9080,3159.1660,11387677184,125013192704.0000,sh.000001,d
2017-02-03,3160.0810,3162.6770,3136.0130,3140.1700,9222473728,108023660544.0000,sh.000001,d
2017-02-06,3143.0930,3158.8430,3135.3860,3156.9830,12719828224,150067695616.0000,sh.000001,d
2017-02-07,3154.4040,3159.5440,3140.0350,3153.0870,12833744128,152559087616.0000,sh.000001,d
2017-02-08,3148.0860,3167.4460,3132.0330,3166.9810,14492018688,170854125568.0000,sh.000001,d
2017-02-09,3164.6870,3186.8380,3162.5740,3183.1790,19164032768,209723158528.0000,sh.000001,d
2017-02-10,3183.0060,3205.0490,3182.8020,3196.6990,23934891264,245772165120.0000,sh.000001,d
