date,open,high,low,close,volume,amount,code,frequency,log_close,log_return
2000-05-08,1848.17,1852.9,1828.1,1836.64,895863100,9370446848.0,sh.000001,d,7.515693094317187,0.0001742463848285095
2000-05-09,1839.0,1839.29,1799.82,1806.64,911762100,9442887680.0,sh.000001,d,7.499224045509049,-0.016469048808137977
2000-05-10,1801.43,1801.64,1750.01,1752.69,943105900,8447193088.0,sh.000001,d,7.468907029579885,-0.03031701592916382
2000-05-11,1750.86,1762.13,1718.89,1724.05,843716900,8141305856.0,sh.000001,d,7.452431453123265,-0.016475576456620077
2000-05-12,1725.87,1740.95,1715.06,1720.61,740417900,7146073088.0,sh.000001,d,7.450434158096431,-0.001997295026834077
2000-05-15,1722.64,1726.72,1695.53,1704.59,709465400,6642869248.0,sh.000001,d,7.44107989159205,-0.009354266504380784
2000-05-16,1706.73,1725.9,1706.73,1724.54,533545300,5311438848.0,sh.000001,d,7.452715627236915,0.011635735644865723
2000-05-17,1727.43,1736.27,1722.71,1725.4,525767900,5381897728.0,sh.000001,d,7.453214186642478,0.0004985594055628123
2000-05-18,1725.6,1758.54,1719.84,1758.54,835414200,7887885824.0,sh.000001,d,7.47223919831442,0.019025011671941858
2000-05-19,1761.79,1777.98,1754.88,1777.83,955398700,10186382336.0,sh.000001,d,7.483148798454262,0.010909600139841687
2000-05-22,1785.89,1830.93,1783.3,1824.74,1465531100,15293806592.0,sh.000001,d,7.509192790113958,0.026043991659695776
2000-05-23,1834.44,1836.99,1811.58,1832.08,1246957100,12572759040.0,sh.000001,d,7.513207212402921,0.004014422288963708
2000-05-24,1835.56,1861.48,1831.84,1855.49,1586085800,16279508992.0,sh.000001,d,7.525904091103214,0.012696878700292218
2000-05-25,1866.56,1880.72,1860.78,1880.7,1680910400,18349950976.0,sh.000001,d,7.539399326948033,0.013495235844818704
2000-05-26,1885.75,1890.69,1860.92,1879.62,2060252200,18315575296.0,sh.000001,d,7.538824907733872,-0.0005744192141606373
2000-05-29,1885.55,1900.67,1882.74,1898.75,1802915400,18860832768.0,sh.000001,d,7.548951053909983,0.010126146176110804
2000-05-30,1903.53,1908.31,1868.61,1877.47,1651899900,16860800000.0,sh.000001,d,7.537680404815556,-0.01127064909442671
2000-05-31,1875.46,1894.58,1869.34,1894.55,1576023000,16247708672.0,sh.000001,d,7.5467366222983,0.009056217482744374
2000-06-01,1900.53,1906.82,1890.0,1903.49,1465459400,15427005440.0,sh.000001,d,7.551444322328321,0.004707700030021478
2000-06-02,1906.16,1916.25,1897.71,1916.25,1784034800,17480910848.0,sh.000001,d,7.558125430186024,0.006681107857702198
2000-06-05,1921.97,1930.34,1889.82,1899.09,2921614400,21494091776.0,sh.000001,d,7.549130103054185,-0.00899532713183919
2000-06-06,1898.59,1925.55,1891.67,1925.54,1712012400,16217410560.0,sh.000001,d,7.562961726864171,0.01383162380998648
2000-06-07,1934.38,1940.22,1921.38,1935.03,1557392500,15843602432.0,sh.000001,d,7.567878109219667,0.004916382355496204
2000-06-08,1937.2,1938.55,1913.37,1925.21,1708662000,15226676224.0,sh.000001,d,7.562790331680995,-0.005087777538672306
2000-06-09,1926.15,1929.95,1896.06,1900.79,1518552400,14353959936.0,sh.000001,d,7.550024868211726,-0.012765463469268953
2000-06-12,1896.43,1912.59,1884.62,1912.56,1203959400,12487747584.0,sh.000001,d,7.556197937757602,0.00617306954587642
2000-06-13,1918.19,1938.67,1917.19,1938.67,1442766300,13872238592.0,sh.000001,d,7.569757449938541,0.013559512180938248
2000-06-14,1944.44,1949.17,1929.71,1932.29,1615082700,15923456000.0,sh.000001,d,7.566461107027726,-0.003296342910814614
2000-06-15,1933.06,1942.33,1925.91,1942.29,1411675700,14026909696.0,sh.000001,d,7.571622968289591,0.005161861261865705
2000-06-16,1945.7,1947.46,1919.4,1926.94,1470605100,14588988416.0,sh.000001,d,7.563688531448038,-0.007934436841553134
2000-06-19,1924.69,1926.98,1910.47,1915.21,1188086900,12038242304.0,sh.000001,d,7.557582556176878,-0.006105975271160861
2000-06-20,1913.07,1913.07,1888.08,1895.35,1013549500,9752542208.0,sh.000001,d,7.547158797032136,-0.010423759144741742
2000-06-21,1894.78,1913.15,1894.63,1913.13,834891000,8754411520.0,sh.000001,d,7.556495923221253,0.009337126189117672
2000-06-22,1918.16,1921.15,1906.3,1913.9,905429300,9545648128.0,sh.000001,d,7.5568983240440275,0.00040240082277392345
2000-06-23,1915.31,1939.63,1913.65,1939.63,1199392200,12747644928.0,sh.000001,d,7.570252512218203,0.01335418817417517
2000-06-26,1946.7,1953.34,1943.25,1948.64,1406204800,14136452096.0,sh.000001,d,7.574886972338801,0.004634460120597679
2000-06-27,1949.78,1952.46,1938.14,1942.9,1198005200,11628690432.0,sh.000001,d,7.571936981249067,-0.002949991089733202
2000-06-28,1943.98,1953.06,1940.05,1947.48,1123954000,12112091136.0,sh.000001,d,7.574291508115791,0.0023545268667235987
2000-06-29,1949.85,1951.13,1924.47,1937.26,1191984100,12264638464.0,sh.000001,d,7.5690298825871185,-0.005261625528672751
2000-06-30,1937.84,1941.4,1924.97,1928.11,1246758400,12624404480.0,sh.000001,d,7.5642955274848855,-0.004734355102232878
2000-07-03,1917.44,1917.45,1890.53,1895.64,1577223800,11983824896.0,sh.000001,d,7.547311791369006,-0.016983736115879198
2000-07-04,1891.21,1907.94,1888.25,1907.93,1440475600,8581330944.0,sh.000001,d,7.553774163704197,0.0064623723351907875
2000-07-05,1910.42,1918.91,1904.47,1909.19,1302842800,8073743360.0,sh.000001,d,7.554434347322089,0.000660183617891792
2000-07-06,1909.24,1910.05,1896.66,1902.55,980290300,8824960000.0,sh.000001,d,7.550950370599431,-0.003483976722657177
2000-07-07,1904.09,1932.83,1904.09,1932.79,1165036200,10742165504.0,sh.000001,d,7.566719833886052,0.015769463286620333
2000-07-10,1938.84,1948.06,1932.96,1948.02,1452462700,14072031232.0,sh.000001,d,7.5745687510902275,0.00784891720417568
2000-07-11,1952.26,1960.6,1947.67,1960.54,1443838800,14391814144.0,sh.000001,d,7.580975224482677,0.00640647339245032
2000-07-12,1965.23,1974.41,1960.35,1973.37,1391952600,14906316800.0,sh.000001,d,7.587498020118397,0.006522795635718852
2000-07-13,1978.55,1984.07,1963.55,1979.2,1816010800,19350097920.0,sh.000001,d,7.590448001638223,0.0029499815198270178
2000-07-14,1981.78,1987.22,1972.62,1987.19,1621570900,16334687232.0,sh.000001,d,7.594476859520379,0.00402885788215532
2000-07-17,1992.89,1997.94,1980.22,1982.48,1584549600,15661436928.0,sh.000001,d,7.592103865185733,-0.002372994334646193
2000-07-18,1982.5,1993.99,1981.74,1993.99,1756323600,11080579072.0,sh.000001,d,7.597892935464073,0.005789070278340199
2000-07-19,2000.33,2004.46,1987.42,1998.43,2913858800,12685114368.0,sh.000001,d,7.6001171512682415,0.002224215804168899
2000-07-20,1999.09,2003.8,1979.88,1991.56,1737083600,12997399552.0,sh.000001,d,7.596673530212047,-0.0034436210561955257
2000-07-21,1994.42,1998.35,1991.84,1996.34,1173260100,10809192448.0,sh.000001,d,7.599070783046446,0.0023972528343991126
2000-07-24,1998.25,1999.9,1982.88,1989.24,1189727300,11390179328.0,sh.000001,d,7.5955079352247745,-0.003562847821670519
2000-07-25,1990.15,1997.85,1989.09,1996.58,1127278900,11050168320.0,sh.000001,d,7.5991909958232045,0.0036830605984298137
2000-07-26,1999.44,2012.4,1999.4,2012.32,1516356700,11679823872.0,sh.000001,d,7.607043564298845,0.007852568475640509
2000-07-27,2017.46,2025.0,2004.55,2012.35,1739815600,14663280640.0,sh.000001,d,7.607058472353419,1.4908054573669977e-05
2000-07-28,2014.11,2016.94,2006.17,2012.79,1489665700,13327393792.0,sh.000001,d,7.607277098290282,0.00021862593686309582
2000-07-31,2016.14,2023.57,2008.64,2023.54,1717384400,15328029696.0,sh.000001,d,7.612603731849723,0.005326633559441147
2000-08-01,2027.01,2031.93,2023.45,2028.15,2118798400,11273846784.0,sh.000001,d,7.6148793264728765,0.0022755946231534075
2000-08-02,2030.79,2033.19,2018.48,2030.68,2390531600,11096046592.0,sh.000001,d,7.616125991313568,0.0012466648406912174
2000-08-03,2032.94,2038.65,2030.1,2036.3,1832131800,13159628800.0,sh.000001,d,7.618889714556469,0.002763723242901204
2000-08-04,2037.47,2041.28,2013.45,2026.36,1959713600,14517949440.0,sh.000001,d,7.61399635905324,-0.004893355503229028
2000-08-07,2025.18,2039.42,2017.9,2039.42,1371647400,13194100736.0,sh.000001,d,7.620420732687962,0.006424373634721975
2000-08-08,2042.75,2050.07,2040.78,2049.92,1373800000,13489696768.0,sh.000001,d,7.625556046980739,0.005135314292776453
2000-08-09,2051.65,2061.28,2048.49,2061.18,1635086500,15774777344.0,sh.000001,d,7.631033913321413,0.005477866340674107
2000-08-10,2065.31,2067.75,2053.86,2065.94,1737942800,17966577664.0,sh.000001,d,7.633340607631537,0.002306694310123845
2000-08-11,2067.78,2070.3,2055.2,2062.67,1531396300,15406527488.0,sh.000001,d,7.631756539054569,-0.0015840685769675457
2000-08-14,2065.94,2076.33,2065.94,2076.3,1517075700,13785725952.0,sh.000001,d,7.638342742515928,0.00658620346135837
2000-08-15,2079.07,2082.74,2066.16,2076.82,1347927900,12776114176.0,sh.000001,d,7.638593156663709,0.0002504141477815361
2000-08-16,2078.49,2083.47,2072.98,2083.47,1542030300,13458292736.0,sh.000001,d,7.641790051910752,0.003196895247042478
2000-08-17,2086.81,2092.33,2086.56,2091.59,1392576000,13776078848.0,sh.000001,d,7.645679821273669,0.0038897693629175636
2000-08-18,2093.63,2097.32,2086.75,2090.18,1256434400,12914594816.0,sh.000001,d,7.645005465652277,-0.0006743556213919607
2000-08-21,2095.38,2108.88,2093.42,2108.69,1585930300,16485779456.0,sh.000001,d,7.653822180580462,0.008816714928184338
2000-08-22,2112.02,2114.52,2074.52,2074.7,1605273300,15718825984.0,sh.000001,d,7.637571843899094,-0.016250336681367734
2000-08-23,2064.05,2080.14,1980.35,2057.92,2637889600,23007105024.0,sh.000001,d,7.629451042946498,-0.00812080095259542
2000-08-24,2058.53,2073.95,2043.21,2071.16,1724685600,17062325248.0,sh.000001,d,7.6358641157749805,0.006413072828481679
2000-08-25,2073.72,2086.72,2066.33,2086.7,1229048300,13463882752.0,sh.000001,d,7.643339149739339,0.007475033964358913
2000-08-28,2092.12,2100.7,2085.6,2100.59,1383249700,14500828160.0,sh.000001,d,7.6499735366327375,0.006634386893398363
2000-08-29,2103.03,2105.63,2094.61,2105.48,1452168400,13338550272.0,sh.000001,d,7.652298748625497,0.0023252119927597726
2000-08-30,2107.02,2108.1,2075.16,2076.14,1338050600,13796935680.0,sh.000001,d,7.638265679391558,-0.014033069233939663
2000-08-31,2062.84,2064.76,2019.45,2021.2,1611062400,13998246912.0,sh.000001,d,7.6114466734177535,-0.026819005973803857
2000-09-01,2009.15,2026.35,1997.72,1999.86,1279555400,11909299200.0,sh.000001,d,7.600832457091968,-0.010614216325785577
2000-09-04,1994.89,2010.6,1981.23,2010.6,984028900,9573131264.0,sh.000001,d,7.6061884639713195,0.005356006879351694
2000-09-05,2015.06,2020.85,1959.59,1963.79,985113000,8915758080.0,sh.000001,d,7.582631558553979,-0.023556905417340266
2000-09-06,1955.5,1964.27,1923.6,1925.91,1101726700,8866107392.0,sh.000001,d,7.563153862294276,-0.019477696259703588
2000-09-07,1929.3,1963.23,1929.3,1950.66,846665700,7624529408.0,sh.000001,d,7.575923055831068,0.01276919353679276
2000-09-08,1955.15,1963.89,1945.92,1959.31,722321700,7143496704.0,sh.000001,d,7.580347649427321,0.0044245935962527435
2000-09-11,1963.27,1972.08,1956.08,1972.04,735543400,7367591936.0,sh.000001,d,7.586823818932523,0.00647616950520166
2000-09-12,1975.41,1979.32,1965.4,1979.1,668886400,6906093056.0,sh.000001,d,7.5903974748969345,0.003573655964411993
2000-09-13,1980.53,1995.32,1975.13,1988.94,888941500,7726368768.0,sh.000001,d,7.595357112486453,0.004959637589518302
2000-09-14,1989.97,1992.37,1973.02,1979.51,646759100,6510989312.0,sh.000001,d,7.5906046183141775,-0.004752494172275238
2000-09-15,1978.04,1978.47,1966.88,1978.43,633116400,6103325696.0,sh.000001,d,7.59005887986094,-0.0005457384532380955
2000-09-18,1979.53,1981.13,1946.18,1946.75,689253800,6380457984.0,sh.000001,d,7.573916594457096,-0.01614228540384426
2000-09-19,1937.32,1937.37,1895.49,1903.15,919539900,7938020352.0,sh.000001,d,7.55126568710098,-0.02265090735611549
2000-09-20,1902.91,1922.3,1892.28,1922.29,704339500,6535647232.0,sh.000001,d,7.561272462643634,0.010006775542654708
2000-09-21,1924.83,1927.52,1905.65,1907.31,639455400,6417925120.0,sh.000001,d,7.5534491513823205,-0.007823311261313994
2000-09-22,1904.57,1904.57,1888.09,1891.98,668312300,6447665152.0,sh.000001,d,7.5453791787314275,-0.008069972650892905
2000-09-25,1889.9,1896.72,1874.21,1875.91,475970200,4674524160.0,sh.000001,d,7.536849154001715,-0.008530024729712754
2000-09-26,1878.31,1890.67,1878.05,1887.83,435829100,4629185024.0,sh.000001,d,7.543183300278507,0.006334146276791738
2000-09-27,1889.88,1914.11,1889.87,1914.09,432715900,4291880192.0,sh.000001,d,7.556997592850976,0.013814292572469406
2000-09-28,1915.5,1917.06,1886.94,1889.29,504991900,5118582784.0,sh.000001,d,7.543956376099616,-0.01304121675136046
2000-09-29,1888.2,1910.49,1888.07,1910.16,468232600,5101305344.0,sh.000001,d,7.554942287165703,0.01098591106608789
2000-10-09,1912.08,1915.5,1897.24,1915.35,516677600,5724802048.0,sh.000001,d,7.5576556525387995,0.002713365373096113
2000-10-10,1917.9,1942.17,1917.68,1942.15,667750500,7010874368.0,sh.000001,d,7.571550885827223,0.013895233288423825
2000-10-11,1944.25,1948.01,1931.46,1933.73,725288800,7663055360.0,sh.000001,d,7.567206059235213,-0.0043448265920106866
2000-10-12,1933.14,1933.33,1918.47,1926.32,722605500,7630467584.0,sh.000001,d,7.563366726012978,-0.0038393332222349903
2000-10-13,1927.35,1932.32,1911.36,1918.16,664271800,7331121152.0,sh.000001,d,7.559121672193515,-0.004245053819462697
2000-10-16,1917.45,1917.56,1897.91,1902.81,608503600,6096268800.0,sh.000001,d,7.551087019957392,-0.00803465223612318
2000-10-17,1902.07,1909.49,1896.95,1909.49,417493600,4690517504.0,sh.000001,d,7.5545914696788286,0.0035044497214360014
2000-10-18,1911.71,1922.85,1911.71,1922.85,575503200,7781997568.0,sh.000001,d,7.561563739426253,0.0069722697474249576
2000-10-19,1925.21,1927.37,1911.18,1913.42,596505700,5938198528.0,sh.000001,d,7.556647495786909,-0.004916243639343844
2000-10-20,1913.16,1947.47,1912.38,1947.46,938766000,9689264128.0,sh.000001,d,7.574281238381212,0.017633742594302587
2000-10-23,1952.96,1960.86,1945.67,1958.94,857797300,9638934528.0,sh.000001,d,7.580158789604135,0.005877551222922808
2000-10-24,1960.37,1962.13,1945.53,1956.34,635728300,7342628864.0,sh.000001,d,7.578830659619978,-0.0013281299841568933
2000-10-25,1957.38,1978.99,1957.31,1977.25,1150654400,11408579584.0,sh.000001,d,7.589462269399527,0.010631609779548511
2000-10-26,1979.3,1980.63,1962.2,1967.67,1065276400,8684369920.0,sh.000001,d,7.584605380625016,-0.004856888774510928
2000-10-27,1968.17,1971.79,1957.74,1967.41,903711100,7786520576.0,sh.000001,d,7.584473235916202,-0.00013214470881315747
2000-10-30,1967.65,1974.24,1962.81,1973.58,993944800,9374286848.0,sh.000001,d,7.587604431398093,0.0031311954818900958
2000-10-31,1974.53,1979.99,1956.42,1961.29,909042100,7911979008.0,sh.000001,d,7.581357698995414,-0.006246732402678232
2000-11-01,1961.08,1977.37,1959.72,1977.36,850193900,8196133376.0,sh.000001,d,7.589517900675444,0.008160201680029787
2000-11-02,1981.77,1992.86,1980.89,1984.26,893385000,8841706496.0,sh.000001,d,7.593001327645825,0.003483426970380975
2000-11-03,1984.99,1989.11,1977.21,1981.63,932081700,7328830976.0,sh.000001,d,7.591675017341941,-0.0013263103038842693
2000-11-06,1983.07,1992.88,1982.75,1991.17,999681900,8928638976.0,sh.000001,d,7.596477684648201,0.00480266730626038
2000-11-07,1993.45,1997.08,1990.06,1997.08,789874600,7278831104.0,sh.000001,d,7.599441392703566,0.0029637080553653315
2000-11-08,1999.15,2012.99,1998.35,2012.91,925427200,8600386560.0,sh.000001,d,7.607336715251325,0.007895322547758994
2000-11-09,2016.22,2032.52,2014.84,2032.48,1405162700,13103294464.0,sh.000001,d,7.6170120012751505,0.009675286023825221
2000-11-10,2037.08,2051.34,2033.63,2047.46,1396589900,15893171200.0,sh.000001,d,7.624355279516858,0.007343278241707338
2000-11-13,2054.48,2071.69,2053.44,2070.79,1440877600,15478738944.0,sh.000001,d,7.635685455964512,0.011330176447654173
2000-11-14,2072.79,2085.12,2055.21,2085.12,1244877600,14376825856.0,sh.000001,d,7.642581686533571,0.006896230569058858
2000-11-15,2087.28,2092.65,2074.38,2081.91,1333426600,14338161664.0,sh.000001,d,7.641041020574866,-0.0015406659587053082
2000-11-16,2081.14,2096.05,2080.61,2095.98,1282182000,14983269376.0,sh.000001,d,7.647776503410675,0.006735482835809259
2000-11-17,2098.89,2104.7,2084.9,2093.24,1180132600,13085711360.0,sh.000001,d,7.646468383812889,-0.0013081195977861428
2000-11-20,2092.59,2101.4,2078.28,2101.39,1310295900,13467538432.0,sh.000001,d,7.650354309511078,0.0038859256981894747
2000-11-21,2104.07,2112.91,2095.58,2097.98,1247971800,12041539584.0,sh.000001,d,7.648730256022339,-0.0016240534887392885
2000-11-22,2097.28,2113.35,2091.62,2113.3,1214670700,12051089408.0,sh.000001,d,7.656005985768107,0.007275729745767491
2000-11-23,2119.16,2125.72,2109.22,2119.44,1249207600,14288671744.0,sh.000001,d,7.658907181828656,0.0029011960605498984
2000-11-24,2119.01,2125.41,2045.51,2053.37,1649756100,16602799104.0,sh.000001,d,7.627237624842876,-0.031669556985780514
2000-11-27,2041.16,2062.81,2031.93,2049.67,1058782500,11467955200.0,sh.000001,d,7.625434083564734,-0.0018035412781422782
2000-11-28,2052.78,2079.48,2052.78,2079.4,858896500,9261744128.0,sh.000001,d,7.63983466954387,0.014400585979136134
2000-11-29,2081.5,2082.9,2055.94,2067.5,994362800,10754440192.0,sh.000001,d,7.634095426897846,-0.005739242646023499
